Tweet,Timestamp,Processed Tweet,polarity,subjectivity,label
"RT @IndiaToday: The All India Kisan Sangharsh Coordination Committee (AIKSCC) has withdrawn its support from the farmers' protest saying ""t…",2021-01-27 12:33:34,india kisan sangharsh coordination committee aikscc withdrawn support farmer protest saying,0.0,0.0,0.0
Farmers vacating the protest site after rioting yesterday #FarmersProtests https://t.co/Xq1t81kOko,2021-01-27 12:32:49,farmer vacating protest site rioting yesterday,0.0,0.0,0.0
"RT @dna: #Watch | #DelhiPolice personnel forced to jump 15-foot wall at #RedFort to escape farmers

#FarmersProtest #TractorRally #TractorM…",2021-01-27 12:30:45,personnel forced jump -foot wall escape farmer,-0.30000000000000004,0.2,-1.0
"RT @_SwarajIndia: Farmers protest is exemplary in too many ways, few anti social elements mingling in to malign the peaceful movement canno…",2021-01-27 12:30:37,farmer protest exemplary many way anti social element mingling malign peaceful movement canno,0.2611111111111111,0.35555555555555557,1.0
"RT @singh_asankit: Pure tamil nadu me farmers protest against three dark laws 
https://t.co/xoRJkzLIb2

#TamilNadu #KisanEktaMorcha #KisanE…",2021-01-27 12:30:25,pure tamil nadu farmer protest three dark law,0.03214285714285714,0.45,1.0
RT @otvnews: Split In #FarmersProtest: Two Unions Withdraw From Agitation Citing #RepublicDay Violence https://t.co/kreorA4AFu,2021-01-27 12:29:42,split two union withdraw agitation citing violence,0.0,0.0,0.0
"RT @NH_India: Condemning the violent incidents during the #tractorrally on #RepublicDay that left a farmer dead and many others injured, #S…",2021-01-27 12:29:02,condemning violent incident left farmer dead many others injured,-0.125,0.475,-1.0
"RT @IndiaToday: The All India Kisan Sangharsh Coordination Committee (AIKSCC) has withdrawn its support from the farmers' protest saying ""t…",2021-01-27 12:28:35,india kisan sangharsh coordination committee aikscc withdrawn support farmer protest saying,0.0,0.0,0.0
"RT @swaraj_abhiyan: Farmers protest is exemplary in too many ways, few anti social elements mingling in to malign the peaceful movement can…",2021-01-27 12:27:57,farmer protest exemplary many way anti social element mingling malign peaceful movement,0.2611111111111111,0.35555555555555557,1.0
"Pure tamil nadu me farmers protest against three dark laws 
https://t.co/xoRJkzLIb2

#TamilNadu #KisanEktaMorcha… https://t.co/KGhT59O5hH",2021-01-27 12:27:46,pure tamil nadu farmer protest three dark law,0.03214285714285714,0.45,1.0
"RT @YourAnonCentral: Farmers in India continue to protest, scenes from the massive #TractorParade. Protestors in Delhi later clashed with p…",2021-01-27 12:27:12,farmer india continue protest scene massive protestors delhi later clashed p,0.0,0.5,0.0
"RT @dna: #Watch | #DelhiPolice personnel forced to jump 15-foot wall at #RedFort to escape farmers

#FarmersProtest #TractorRally #TractorM…",2021-01-27 12:27:04,personnel forced jump -foot wall escape farmer,-0.30000000000000004,0.2,-1.0
"RT @YourAnonCentral: Farmers in India continue to protest, scenes from the massive #TractorParade. Protestors in Delhi later clashed with p…",2021-01-27 12:26:56,farmer india continue protest scene massive protestors delhi later clashed p,0.0,0.5,0.0
Split In #FarmersProtest: Two Unions Withdraw From Agitation Citing #RepublicDay Violence https://t.co/kreorA4AFu,2021-01-27 12:26:37,split two union withdraw agitation citing violence,0.0,0.0,0.0
"Respecting the Decision of Farmer unions withdrawing from protest, which caused Violence at Capital #NewDelhi. 
Hop… https://t.co/tceQW4GvOf",2021-01-27 12:26:11,respecting decision farmer union withdrawing protest caused violence capital hop,0.0,0.0,0.0
RT @MaqboolButt5: India | digital rights group decry #Modi's move to shut down internet in #Delhi ahead of fears that he will deploy force…,2021-01-27 12:25:13,india digital right group decry move shut internet ahead fear deploy force,0.14285714285714285,0.26785714285714285,1.0
"RT @PencyS: Media - This is not the way to do #Protest 

Farmers - This is not the way to do #Journalism 

#FarmersProtest #RepublicDay #Go…",2021-01-27 12:23:33,medium - way farmer - way,0.0,0.0,0.0
"RT @SimranRoohi: Did you know this is currently happening? 
Today almost 200,000 (yes estimated 200K!) tractors from villages in Punjab, Ha…",2021-01-27 12:23:26,know currently happening today almost yes estimated k tractor village punjab ha,0.0,0.4,0.0
"RT @YourAnonCentral: Farmers in India continue to protest, scenes from the massive #TractorParade. Protestors in Delhi later clashed with p…",2021-01-27 12:23:26,farmer india continue protest scene massive protestors delhi later clashed p,0.0,0.5,0.0
"RT @ABPNews: Rashtriya Kisan Mazdoor Sangathan &amp; BKU (Bhanu) Withdraw Support From Farmers' Protest Over R-Day Violence

#FarmersProtests #…",2021-01-27 12:23:18,rashtriya kisan mazdoor sangathan amp bku bhanu withdraw support farmer protest r-day violence,0.0,0.0,0.0
"Protesting farmers return to camp after storming Indian fort

#FarmersProtest 
#IStandWithFarmers… https://t.co/A2dsrJ4TCO",2021-01-27 12:22:23,protesting farmer return camp storming indian fort,0.0,0.0,0.0
"RT @MR4BJP: Scenes from the “PEACEFUL” farmers' protest 💔🥺

#DelhiUnderAttack
#ShameOnTractorRally  #FarmersProtest https://t.co/F4fl3oCztJ",2021-01-27 12:21:31,scene peaceful farmer protest,0.25,0.5,1.0
RT @NavdanyaInt: #India 1993: 500k farmers participated in a historic #SeedFreedom rally against #WTO. Today's #FarmersProtests are a conti…,2021-01-27 12:21:14,99 k farmer participated historic rally today conti,0.0,0.0,0.0
"RT @IndiaToday: The All India Kisan Sangharsh Coordination Committee (AIKSCC) has withdrawn its support from the farmers' protest saying ""t…",2021-01-27 12:21:08,india kisan sangharsh coordination committee aikscc withdrawn support farmer protest saying,0.0,0.0,0.0
"RT @AnisPFI: Violence is created during genuine peoples protest &amp; what happens next:
Bhima Koregaon - Witch-hunt of Dalit and Tribal activi…",2021-01-27 12:20:57,violence created genuine people protest amp happens next bhima koregaon - witch-hunt dalit tribal activi,0.2,0.25,1.0
"RT @NH_India: Condemning the violent incidents during the #tractorrally on #RepublicDay that left a farmer dead and many others injured, #S…",2021-01-27 12:20:47,condemning violent incident left farmer dead many others injured,-0.125,0.475,-1.0
"Key farmers group All India kisan sangharsh coordination committee withdraw from the protest.

#FarmersProtests",2021-01-27 12:20:46,key farmer group india kisan sangharsh coordination committee withdraw protest,0.0,1.0,0.0
RT @TheQuint: LIVE | All India Kisan Sangharsh Coordination Committee leader VM Singh announced that they will be withdrawing from protest…,2021-01-27 12:20:43,live india kisan sangharsh coordination committee leader vm singh announced withdrawing protest,0.13636363636363635,0.5,1.0
"In the wake of the violence that broke out in the national capital during the #tractorParade on #RepublicDay2021, t… https://t.co/sGcG44YZsZ",2021-01-27 12:20:43,wake violence broke national capital,0.0,0.0,0.0
"RT @NH_India: Condemning the violent incidents during the #tractorrally on #RepublicDay that left a farmer dead and many others injured, #S…",2021-01-27 12:20:38,condemning violent incident left farmer dead many others injured,-0.125,0.475,-1.0
"RT @YourAnonCentral: Farmers in India continue to protest, scenes from the massive #TractorParade. Protestors in Delhi later clashed with p…",2021-01-27 12:18:57,farmer india continue protest scene massive protestors delhi later clashed p,0.0,0.5,0.0
"RT @IndiaToday: The All India Kisan Sangharsh Coordination Committee (AIKSCC) has withdrawn its support from the farmers' protest saying ""t…",2021-01-27 12:18:49,india kisan sangharsh coordination committee aikscc withdrawn support farmer protest saying,0.0,0.0,0.0
"Meanwhile, #DelhiPolice files 22 FIRs in the #RepublicDay violence between #farmers and police and nearly eight far… https://t.co/u0F3mGK2SE",2021-01-27 12:18:48,meanwhile file fir violence police nearly eight far,0.1,0.7,1.0
"RT @PencyS: Media - This is not the way to do #Protest 

Farmers - This is not the way to do #Journalism 

#FarmersProtest #RepublicDay #Go…",2021-01-27 12:18:08,medium - way farmer - way,0.0,0.0,0.0
RT @the_hindu: This conspiracy was drafted to malign a peaceful protest of the farmers: Randeep Surjewala. #FarmersProtest,2021-01-27 12:18:02,conspiracy drafted malign peaceful protest farmer randeep surjewala,0.25,0.5,1.0
"#FarmersProstests #FarmLaws #RepublicDay 
Bjp know well how to deal it!!!
See now farmers itself withdraws from protest!",2021-01-27 12:17:44,bjp know well deal see farmer withdraws protest,0.0,0.0,0.0
RT @praveengavit10: #FarmersProtest: Zee News falsely claims Indian flag replaced with Khalsa flag on Red Fort https://t.co/cBiuw7MK2L,2021-01-27 12:17:41,zee news falsely claim indian flag replaced khalsa flag red fort,-0.20000000000000004,0.3,-1.0
"RT @NH_India: Condemning the violent incidents during the #tractorrally on #RepublicDay that left a farmer dead and many others injured, #S…",2021-01-27 12:17:24,condemning violent incident left farmer dead many others injured,-0.125,0.475,-1.0
"RT @dna: #Watch | #DelhiPolice personnel forced to jump 15-foot wall at #RedFort to escape farmers

#FarmersProtest #TractorRally #TractorM…",2021-01-27 12:17:13,personnel forced jump -foot wall escape farmer,-0.30000000000000004,0.2,-1.0
RT @TheQuint: LIVE | All India Kisan Sangharsh Coordination Committee leader VM Singh announced that they will be withdrawing from protest…,2021-01-27 12:16:18,live india kisan sangharsh coordination committee leader vm singh announced withdrawing protest,0.13636363636363635,0.5,1.0
"RT @ABPNews: Rashtriya Kisan Mazdoor Sangathan &amp; BKU (Bhanu) Withdraw Support From Farmers' Protest Over R-Day Violence

#FarmersProtests #…",2021-01-27 12:16:09,rashtriya kisan mazdoor sangathan amp bku bhanu withdraw support farmer protest r-day violence,0.0,0.0,0.0
Condemning the violent incidents during the #tractorrally on #RepublicDay that left a farmer dead and many others i… https://t.co/4eXoAHPMFx,2021-01-27 12:16:01,condemning violent incident left farmer dead many others,-0.125,0.475,-1.0
"RT @SimranRoohi: Did you know this is currently happening? 
Today almost 200,000 (yes estimated 200K!) tractors from villages in Punjab, Ha…",2021-01-27 12:15:58,know currently happening today almost yes estimated k tractor village punjab ha,0.0,0.4,0.0
"RT @PencyS: Media - This is not the way to do #Protest 

Farmers - This is not the way to do #Journalism 

#FarmersProtest #RepublicDay #Go…",2021-01-27 12:14:30,medium - way farmer - way,0.0,0.0,0.0
"RT @IndiaToday: The All India Kisan Sangharsh Coordination Committee (AIKSCC) has withdrawn its support from the farmers' protest saying ""t…",2021-01-27 12:14:18,india kisan sangharsh coordination committee aikscc withdrawn support farmer protest saying,0.0,0.0,0.0
"RT @YourAnonCentral: Farmers in India continue to protest, scenes from the massive #TractorParade. Protestors in Delhi later clashed with p…",2021-01-27 12:14:15,farmer india continue protest scene massive protestors delhi later clashed p,0.0,0.5,0.0
"RT @_SwarajIndia: Farmers protest is exemplary in too many ways, few anti social elements mingling in to malign the peaceful movement canno…",2021-01-27 12:14:11,farmer protest exemplary many way anti social element mingling malign peaceful movement canno,0.2611111111111111,0.35555555555555557,1.0
"RT @YourAnonCentral: Farmers in India continue to protest, scenes from the massive #TractorParade. Protestors in Delhi later clashed with p…",2021-01-27 12:13:37,farmer india continue protest scene massive protestors delhi later clashed p,0.0,0.5,0.0
RT @KVajpayaee: #Katyayan #bananarepublic #HinduRashtra #FarmersProstests #FarmersProtest #DelhiPolice #मोदी_राजधर्म_निभाओ #DelhiViolence #…,2021-01-27 12:13:05,,0.0,0.0,0.0
RT @DrSundara3: Farmers’ protest not addressed by the Centre for so long. The government appears disconnected with the people’s issues. Is…,2021-01-27 12:12:54,farmer protest addressed centre long government appears disconnected people issue,-0.05,0.4,-1.0
"RT @AnisPFI: Violence is created during genuine peoples protest &amp; what happens next:
Bhima Koregaon - Witch-hunt of Dalit and Tribal activi…",2021-01-27 12:11:59,violence created genuine people protest amp happens next bhima koregaon - witch-hunt dalit tribal activi,0.2,0.25,1.0
"RT @ABPNews: Rashtriya Kisan Mazdoor Sangathan &amp; BKU (Bhanu) Withdraw Support From Farmers' Protest Over R-Day Violence

#FarmersProtests #…",2021-01-27 12:11:51,rashtriya kisan mazdoor sangathan amp bku bhanu withdraw support farmer protest r-day violence,0.0,0.0,0.0
"RT @dna: #Watch | #DelhiPolice personnel forced to jump 15-foot wall at #RedFort to escape farmers

#FarmersProtest #TractorRally #TractorM…",2021-01-27 12:11:33,personnel forced jump -foot wall escape farmer,-0.30000000000000004,0.2,-1.0
"RT @sanjeevchadha8: 1. Do you wanted @narendramodi to repeat 1984 Sikh Riots in Delhi?
2. Do you want @digvijaya_28 era of MP where protest…",2021-01-27 12:11:13,wanted repeat 9 sikh riot delhi want era mp protest,0.0,0.0,0.0
"RT @ABPNews: Rashtriya Kisan Mazdoor Sangathan &amp; BKU (Bhanu) Withdraw Support From Farmers' Protest Over R-Day Violence

#FarmersProtests #…",2021-01-27 12:11:05,rashtriya kisan mazdoor sangathan amp bku bhanu withdraw support farmer protest r-day violence,0.0,0.0,0.0
"RT @dna: Farmers protest: AIKSCC withdraws from ongoing agitation, calls Jan 26 violence 'unacceptable'

#FarmersProstests #AIKSCC #Farmers…",2021-01-27 12:11:00,farmer protest aikscc withdraws ongoing agitation call jan violence unacceptable,0.0,0.0,0.0
Rashtriya Kisan Mazdoor Sangathan &amp; BKU (Bhanu) Withdraw Support From Farmers' Protest Over R-Day Violence… https://t.co/7fqASL7GKZ,2021-01-27 12:09:53,rashtriya kisan mazdoor sangathan amp bku bhanu withdraw support farmer protest r-day violence,0.0,0.0,0.0
RT @praveengavit10: #FarmersProtest: Zee News falsely claims Indian flag replaced with Khalsa flag on Red Fort https://t.co/cBiuw7MK2L,2021-01-27 12:09:49,zee news falsely claim indian flag replaced khalsa flag red fort,-0.20000000000000004,0.3,-1.0
"RT @IndianExpress: 'Modi govt wants to malign farmers movement', says Congress, demands Amit Shah's resignation

Follow #FarmersProtests LI…",2021-01-27 12:09:44,modi govt want malign farmer movement say congress demand amit shah resignation follow li,0.0,0.0,0.0
RT @DrSundara3: Farmers’ protest not addressed by the Centre for so long. The government appears disconnected with the people’s issues. Is…,2021-01-27 12:08:39,farmer protest addressed centre long government appears disconnected people issue,-0.05,0.4,-1.0
"RT @sanjeevchadha8: 1. Do you wanted @narendramodi to repeat 1984 Sikh Riots in Delhi?
2. Do you want @digvijaya_28 era of MP where protest…",2021-01-27 12:08:07,wanted repeat 9 sikh riot delhi want era mp protest,0.0,0.0,0.0
RT @the_hindu: This conspiracy was drafted to malign a peaceful protest of the farmers: Randeep Surjewala. #FarmersProtest,2021-01-27 12:07:29,conspiracy drafted malign peaceful protest farmer randeep surjewala,0.25,0.5,1.0
"RT @IndiaToday: The All India Kisan Sangharsh Coordination Committee (AIKSCC) has withdrawn its support from the farmers' protest saying ""t…",2021-01-27 12:07:23,india kisan sangharsh coordination committee aikscc withdrawn support farmer protest saying,0.0,0.0,0.0
RT @IndiaToday: The #DelhiPolice  said 200 people have been detained in connection with the violence in the national capital during the far…,2021-01-27 12:07:02,said people detained connection violence national capital far,0.1,1.0,1.0
RT @the_hindu: This conspiracy was drafted to malign a peaceful protest of the farmers: Randeep Surjewala. #FarmersProtest,2021-01-27 12:07:01,conspiracy drafted malign peaceful protest farmer randeep surjewala,0.25,0.5,1.0
"RT @dna: #Watch | #DelhiPolice personnel forced to jump 15-foot wall at #RedFort to escape farmers

#FarmersProtest #TractorRally #TractorM…",2021-01-27 12:07:00,personnel forced jump -foot wall escape farmer,-0.30000000000000004,0.2,-1.0
RT @MaqboolButt5: India | digital rights group decry #Modi's move to shut down internet in #Delhi ahead of fears that he will deploy force…,2021-01-27 12:06:45,india digital right group decry move shut internet ahead fear deploy force,0.14285714285714285,0.26785714285714285,1.0
"@ArvindK33853831 @ndtv U need to rise above Congress and Bjp, these tv news channels, sikh-hindu, khalistan- pakist… https://t.co/JdPgb1b2PF",2021-01-27 12:06:43,u need rise congress bjp tv news channel sikh-hindu khalistan- pakist,0.0,0.0,0.0
"RT @IndiaToday: The All India Kisan Sangharsh Coordination Committee (AIKSCC) has withdrawn its support from the farmers' protest saying ""t…",2021-01-27 12:06:39,india kisan sangharsh coordination committee aikscc withdrawn support farmer protest saying,0.0,0.0,0.0
"RT @IndiaToday: The All India Kisan Sangharsh Coordination Committee (AIKSCC) has withdrawn its support from the farmers' protest saying ""t…",2021-01-27 12:06:20,india kisan sangharsh coordination committee aikscc withdrawn support farmer protest saying,0.0,0.0,0.0
RT @the_hindu: This conspiracy was drafted to malign a peaceful protest of the farmers: Randeep Surjewala. #FarmersProtest,2021-01-27 12:05:13,conspiracy drafted malign peaceful protest farmer randeep surjewala,0.25,0.5,1.0
"Day After Clashes, Farmers Leaders To Address Protesters Today

#protest #kishanAndolan #FarmersProtest #farmer… https://t.co/hRb697IxLL",2021-01-27 12:05:08,day clash farmer leader address protester today,0.0,0.0,0.0
"RT @YourAnonCentral: Farmers in India continue to protest, scenes from the massive #TractorParade. Protestors in Delhi later clashed with p…",2021-01-27 12:04:59,farmer india continue protest scene massive protestors delhi later clashed p,0.0,0.5,0.0
"Farmers protest: AIKSCC withdraws from ongoing agitation, calls Jan 26 violence 'unacceptable'

#FarmersProstests… https://t.co/Lq48j79NFP",2021-01-27 12:04:56,farmer protest aikscc withdraws ongoing agitation call jan violence unacceptable,0.0,0.0,0.0
RT @the_hindu: This conspiracy was drafted to malign a peaceful protest of the farmers: Randeep Surjewala. #FarmersProtest,2021-01-27 12:04:33,conspiracy drafted malign peaceful protest farmer randeep surjewala,0.25,0.5,1.0
"RT @worldnewsdotcom: Farmers back at protest camp after deep challenge to PM #Modi

#India #FarmersProtests
https://t.co/1bf50SvDNX https:/…",2021-01-27 12:04:28,farmer back protest camp deep challenge pm,0.0,0.2,0.0
India | digital rights group decry #Modi's move to shut down internet in #Delhi ahead of fears that he will deploy… https://t.co/cPMcPxUdnA,2021-01-27 12:04:06,india digital right group decry move shut internet ahead fear deploy,0.14285714285714285,0.26785714285714285,1.0
This conspiracy was drafted to malign a peaceful protest of the farmers: Randeep Surjewala. #FarmersProtest,2021-01-27 12:03:35,conspiracy drafted malign peaceful protest farmer randeep surjewala,0.25,0.5,1.0
"RT @AnisPFI: Violence is created during genuine peoples protest &amp; what happens next:
Bhima Koregaon - Witch-hunt of Dalit and Tribal activi…",2021-01-27 12:03:34,violence created genuine people protest amp happens next bhima koregaon - witch-hunt dalit tribal activi,0.2,0.25,1.0
RT @KVajpayaee: #Katyayan #bananarepublic #HinduRashtra #FarmersProstests #FarmersProtest #DelhiPolice #मोदी_राजधर्म_निभाओ #DelhiViolence #…,2021-01-27 12:02:51,,0.0,0.0,0.0
RT @KVajpayaee: #Katyayan #bananarepublic #HinduRashtra #FarmersProstests #FarmersProtest #DelhiPolice #मोदी_राजधर्म_निभाओ #DelhiViolence #…,2021-01-27 12:02:44,,0.0,0.0,0.0
"RT @PencyS: Media - This is not the way to do #Protest 

Farmers - This is not the way to do #Journalism 

#FarmersProtest #RepublicDay #Go…",2021-01-27 12:02:25,medium - way farmer - way,0.0,0.0,0.0
RT @DrSundara3: Farmers’ protest not addressed by the Centre for so long. The government appears disconnected with the people’s issues. Is…,2021-01-27 12:02:24,farmer protest addressed centre long government appears disconnected people issue,-0.05,0.4,-1.0
"Farmers back at protest camp after deep challenge to PM #Modi

#India #FarmersProtests
https://t.co/1bf50SvDNX https://t.co/J4lmshjBZg",2021-01-27 12:01:30,farmer back protest camp deep challenge pm,0.0,0.2,0.0
RT @praveengavit10: #FarmersProtest: Zee News falsely claims Indian flag replaced with Khalsa flag on Red Fort https://t.co/cBiuw7MK2L,2021-01-27 12:01:13,zee news falsely claim indian flag replaced khalsa flag red fort,-0.20000000000000004,0.3,-1.0
#FarmersProtest: Zee News falsely claims Indian flag replaced with Khalsa flag on Red Fort https://t.co/cBiuw7MK2L,2021-01-27 12:00:49,zee news falsely claim indian flag replaced khalsa flag red fort,-0.20000000000000004,0.3,-1.0
"RT @jodhbirsvirk: #DeepSidhu &amp; #BJP together, successful accomplished act to defame #Farmers hard earned peaceful protest.
Farmers condemn…",2021-01-27 12:00:43,amp together successful accomplished act defame hard earned peaceful protest farmer condemn,0.2270833333333333,0.6229166666666667,1.0
RT @DrSundara3: Farmers’ protest not addressed by the Centre for so long. The government appears disconnected with the people’s issues. Is…,2021-01-27 12:00:06,farmer protest addressed centre long government appears disconnected people issue,-0.05,0.4,-1.0
"RT @YourAnonCentral: Farmers in India continue to protest, scenes from the massive #TractorParade. Protestors in Delhi later clashed with p…",2021-01-27 11:59:47,farmer india continue protest scene massive protestors delhi later clashed p,0.0,0.5,0.0
"RT @cheema0092: Farmers protest in Germany is all together a different level😎
#FarmersProtest
#nofarmersnofood
#IStandWithFarmers https://t…",2021-01-27 11:59:28,farmer protest germany together different level,0.0,0.6,0.0
"RT @YourAnonCentral: Farmers in India continue to protest, scenes from the massive #TractorParade. Protestors in Delhi later clashed with p…",2021-01-27 11:58:58,farmer india continue protest scene massive protestors delhi later clashed p,0.0,0.5,0.0
"RT @IndiaToday: Both the farmers' unions condemned the violence that broke out during the tractor march in New Delhi on Republic Day 
#Farm…",2021-01-27 11:57:41,farmer union condemned violence broke tractor march new delhi republic day,0.13636363636363635,0.45454545454545453,1.0
"RT @PencyS: Media - This is not the way to do #Protest 

Farmers - This is not the way to do #Journalism 

#FarmersProtest #RepublicDay #Go…",2021-01-27 11:57:15,medium - way farmer - way,0.0,0.0,0.0
"RT @IndianExpress: 'Modi govt wants to malign farmers movement', says Congress, demands Amit Shah's resignation

Follow #FarmersProtests LI…",2021-01-27 11:56:51,modi govt want malign farmer movement say congress demand amit shah resignation follow li,0.0,0.0,0.0
"#FarmersProtests  Two farm unions break away from protest, condemn #RDaySpiritShamed  violence https://t.co/Ogqc96GDya via @IndianExpress",2021-01-27 11:56:12,two farm union break away protest condemn violence via,0.0,0.0,0.0
"RT @YourAnonCentral: Farmers in India continue to protest, scenes from the massive #TractorParade. Protestors in Delhi later clashed with p…",2021-01-27 11:55:59,farmer india continue protest scene massive protestors delhi later clashed p,0.0,0.5,0.0
"RT @PencyS: Media - This is not the way to do #Protest 

Farmers - This is not the way to do #Journalism 

#FarmersProtest #RepublicDay #Go…",2021-01-27 11:55:51,medium - way farmer - way,0.0,0.0,0.0
"Farmers’ Protest #LIVE Updates: Police FIRs Name Rakesh Tikait, Yogendra Yadav, 200 Protesters Detained… https://t.co/byW9kWI8ma",2021-01-27 11:55:37,farmer protest update police fir name rakesh tikait yogendra yadav protester detained,0.0,0.0,0.0
"Yes absolutely those anarchy has nothing to do with Farmers. 
It was all by BJP/RSS Goons.

KISSAN protest peaceful… https://t.co/fd7POegQUj",2021-01-27 11:54:52,yes absolutely anarchy nothing farmer bjprss goon kissan protest peaceful,0.225,0.7,1.0
"VM Singh, #AIKSCC withdraw themselves from #farmers' protest.

#VMSingh #FarmersProtests #FarmLaws #RepublicDay… https://t.co/seW4zR3CFQ",2021-01-27 11:54:49,vm singh withdraw protest,0.0,0.0,0.0
RT @KVajpayaee: #Katyayan #bananarepublic #HinduRashtra #FarmersProstests #FarmersProtest #DelhiPolice #मोदी_राजधर्म_निभाओ #DelhiViolence #…,2021-01-27 11:54:38,,0.0,0.0,0.0
"RT @AnisPFI: Violence is created during genuine peoples protest &amp; what happens next:
Bhima Koregaon - Witch-hunt of Dalit and Tribal activi…",2021-01-27 11:54:22,violence created genuine people protest amp happens next bhima koregaon - witch-hunt dalit tribal activi,0.2,0.25,1.0
"RT @YourAnonCentral: Farmers in India continue to protest, scenes from the massive #TractorParade. Protestors in Delhi later clashed with p…",2021-01-27 11:54:11,farmer india continue protest scene massive protestors delhi later clashed p,0.0,0.5,0.0
"RT @YourAnonCentral: Farmers in India continue to protest, scenes from the massive #TractorParade. Protestors in Delhi later clashed with p…",2021-01-27 11:53:51,farmer india continue protest scene massive protestors delhi later clashed p,0.0,0.5,0.0
RT @KVajpayaee: #Katyayan #bananarepublic #HinduRashtra #FarmersProstests #FarmersProtest #DelhiPolice #मोदी_राजधर्म_निभाओ #DelhiViolence #…,2021-01-27 11:53:17,,0.0,0.0,0.0
"RT @PencyS: Media - This is not the way to do #Protest 

Farmers - This is not the way to do #Journalism 

#FarmersProtest #RepublicDay #Go…",2021-01-27 11:52:30,medium - way farmer - way,0.0,0.0,0.0
"RT @IndianExpress: 'Modi govt wants to malign farmers movement', says Congress, demands Amit Shah's resignation

Follow #FarmersProtests LI…",2021-01-27 11:52:20,modi govt want malign farmer movement say congress demand amit shah resignation follow li,0.0,0.0,0.0
"1. Do you wanted @narendramodi to repeat 1984 Sikh Riots in Delhi?
2. Do you want @digvijaya_28 era of MP where pro… https://t.co/udlDgYKcFL",2021-01-27 11:52:08,wanted repeat 9 sikh riot delhi want era mp pro,0.0,0.0,0.0
"RT @PencyS: Media - This is not the way to do #Protest 

Farmers - This is not the way to do #Journalism 

#FarmersProtest #RepublicDay #Go…",2021-01-27 11:51:28,medium - way farmer - way,0.0,0.0,0.0
"#FarmersProtest: #SardarVMSingh of the #AllIndiaKisanSangharshCoordination Committee says, the #farmers staged a pr… https://t.co/Dqj0gIKXAF",2021-01-27 11:51:17,committee say staged pr,0.0,0.0,0.0
"RT @PencyS: Media - This is not the way to do #Protest 

Farmers - This is not the way to do #Journalism 

#FarmersProtest #RepublicDay #Go…",2021-01-27 11:51:06,medium - way farmer - way,0.0,0.0,0.0
"RT @AnisPFI: Violence is created during genuine peoples protest &amp; what happens next:
Bhima Koregaon - Witch-hunt of Dalit and Tribal activi…",2021-01-27 11:51:00,violence created genuine people protest amp happens next bhima koregaon - witch-hunt dalit tribal activi,0.2,0.25,1.0
"RT @IndianExpress: 'Modi govt wants to malign farmers movement', says Congress, demands Amit Shah's resignation

Follow #FarmersProtests LI…",2021-01-27 11:50:41,modi govt want malign farmer movement say congress demand amit shah resignation follow li,0.0,0.0,0.0
If you were supporting farmers protest @ArvindKejriwal then who gave permission to use DTC buses as barricades?… https://t.co/4c9GU5fkhw,2021-01-27 11:50:38,supporting farmer protest gave permission use dtc bus barricade,0.25,0.25,1.0
"RT @AnisPFI: Violence is created during genuine peoples protest &amp; what happens next:
Bhima Koregaon - Witch-hunt of Dalit and Tribal activi…",2021-01-27 11:50:34,violence created genuine people protest amp happens next bhima koregaon - witch-hunt dalit tribal activi,0.2,0.25,1.0
"RT @Shaileshinsha5: Okay to be #Farmers  but It's not ok to be violent in the hadow of protest.  Disgraced your own identity.
#FarmersProst…",2021-01-27 11:50:02,okay ok violent hadow protest disgraced identity,0.06666666666666665,0.6666666666666666,1.0
"RT @IndianExpress: 'Modi govt wants to malign farmers movement', says Congress, demands Amit Shah's resignation

Follow #FarmersProtests LI…",2021-01-27 11:49:16,modi govt want malign farmer movement say congress demand amit shah resignation follow li,0.0,0.0,0.0
"'Modi govt wants to malign farmers movement', says Congress, demands Amit Shah's resignation

Follow… https://t.co/tQe0nj3U4F",2021-01-27 11:48:12,modi govt want malign farmer movement say congress demand amit shah resignation follow,0.0,0.0,0.0
"RT @Nav_sandhu_0007: A lot had happened so far, but we support peaceful farmers protest.  
We just want three farms law repeal and we will…",2021-01-27 11:47:52,lot happened far support peaceful farmer protest want three farm law repeal,0.175,0.75,1.0
"RT @YourAnonCentral: Farmers in India continue to protest, scenes from the massive #TractorParade. Protestors in Delhi later clashed with p…",2021-01-27 11:47:35,farmer india continue protest scene massive protestors delhi later clashed p,0.0,0.5,0.0
"Farmer leader VM Singh, Rashtriya Kisan Mazdoor Sangathan withdraw from farmers' protest

#FarmersProtest… https://t.co/wn5xhKFxDc",2021-01-27 11:47:33,farmer leader vm singh rashtriya kisan mazdoor sangathan withdraw farmer protest,0.0,0.0,0.0
"RT @YourAnonCentral: Farmers in India continue to protest, scenes from the massive #TractorParade. Protestors in Delhi later clashed with p…",2021-01-27 11:47:09,farmer india continue protest scene massive protestors delhi later clashed p,0.0,0.5,0.0
"RT @PencyS: Media - This is not the way to do #Protest 

Farmers - This is not the way to do #Journalism 

#FarmersProtest #RepublicDay #Go…",2021-01-27 11:46:48,medium - way farmer - way,0.0,0.0,0.0
"RT @IndiaToday: The All India Kisan Sangharsh Coordination Committee (AIKSCC) has withdrawn its support from the farmers' protest saying ""t…",2021-01-27 11:46:20,india kisan sangharsh coordination committee aikscc withdrawn support farmer protest saying,0.0,0.0,0.0
